,date_card,place_card,weight_class,method,round,time,type,order,first_fighter_res,first_fighter,second_fighter,second_kd,first_sig_str_,second_sig_str_,first_sig_str_percentage,second_sig_str_percentage,first_total_str,second_total_str,referee,agg_height_first,agg_weight_first,agg_reach_first,agg_stand_first,agg_dob_first,agg_slpm_first,agg_str_acc_first,agg_sapm_first,agg_str_def_first,agg_td_avg_first,agg_td_acc_first,agg_td_def_first,agg_sub_avg_first,agg_recodr_first,agg_nickname_first,agg_fighter_name_first,agg_last_updated_first,agg_height_second,agg_weight_second,agg_reach_second,agg_stand_second,agg_dob_second,agg_slpm_second,agg_str_acc_second,agg_sapm_second,agg_str_def_second,agg_td_avg_second,agg_td_acc_second,agg_td_def_second,agg_sub_avg_second,agg_recodr_second
2789,6-Jul-14,"Las Vegas, Nevada, USA",Light Heavyweight, Overturned ,1,2:03,,11,NC,Robert Drysdale,Keith Berish,0,0 of 5,0 of 0,0%,0%,2 of 7,1 of 1,Mark Smith,"6' 3""",205 lbs.,--,Orthodox,5-Oct-81,0,0%,0,0%,7.32,100%,0%,21.9,Record: 7-0-0 (1 NC),,Robert Drysdale,57:28.3,"6' 0""",205 lbs.,--,Orthodox,14-Nov-85,3.58,36%,4.81,62%,1.76,40%,0%,0,Record: 5-1-0 (1 NC)
2790,7-Oct-05,"Uncasville, Connecticut, USA",Light Heavyweight, KO/TKO ,1,3:30,,3,W,Forrest Griffin,Elvis Sinosic,0,30 of 82,18 of 47,36%,38%,30 of 82,18 of 47,Mario Yamasaki,"6' 3""",205 lbs.,"77""",Orthodox,16-Mar-79,4.38,36%,2.81,61%,1.05,48%,57%,0.7,Record: 19-7-0,,Forrest Griffin,57:28.3,,,,,,,,,,,,,,
2791,5-Jul-14,"Las Vegas, Nevada, USA",Middleweight, Decision - Unanimous ,5,5:00,belt fight,1,W,Chris Weidman,Lyoto Machida,0,65 of 177,58 of 139,36%,41%,90 of 206,63 of 145,Herb Dean,"6' 2""",185 lbs.,"78""",Orthodox,17-Jun-84,3.03,43%,3.14,52%,3.92,47%,65%,0.9,Record: 15-6-0,The All-American,Chris Weidman,57:28.3,"6' 1""",185 lbs.,"74""",Southpaw,30-May-78,2.59,53%,1.57,61%,1.21,65%,75%,0.4,Record: 24-8-0
2792,5-Jul-14,"Las Vegas, Nevada, USA",Middleweight, Decision - Unanimous ,3,5:00,,3,W,Uriah Hall,Thiago Santos,0,42 of 113,44 of 129,37%,34%,42 of 113,48 of 133,Yves Lavigne,"6' 0""",185 lbs.,"79""",Orthodox,31-Jul-84,3.34,51%,3.54,53%,0.67,38%,69%,0.2,Record: 18-9-0,Prime Time,Uriah Hall,57:28.3,"6' 2""",205 lbs.,"76""",Orthodox,7-Jan-84,4.27,48%,2.33,55%,0.7,38%,66%,0.1,Record: 21-9-0
2793,5-Jul-14,"Las Vegas, Nevada, USA",Bantamweight, Decision - Split ,3,5:00,,4,L,Marcus Brimage,Russell Doane,0,27 of 75,24 of 72,36%,33%,33 of 81,37 of 86,Mario Yamasaki,"5' 4""",135 lbs.,"71""",Southpaw,6-Apr-85,3.97,35%,3.64,56%,0.56,100%,80%,0,Record: 7-7-0,The Bama Beast,Marcus Brimage,57:28.3,"5' 7""",135 lbs.,"70""",Orthodox,13-Aug-86,1.75,40%,1.68,53%,2.11,45%,52%,0.8,Record: 15-8-0
2794,5-Jul-14,"Las Vegas, Nevada, USA",Bantamweight, Submission ,3,1:09,,5,W,Urijah Faber,Alex Caceres,0,20 of 38,20 of 45,52%,44%,41 of 62,35 of 62,Herb Dean,"5' 6""",135 lbs.,"67""",Orthodox,14-May-79,2.65,40%,2.59,64%,1.54,30%,58%,0.8,Record: 35-11-0,The California Kid,Urijah Faber,57:28.3,"5' 10""",145 lbs.,"73""",Southpaw,20-Jun-88,4.1,50%,2.82,65%,0.57,78%,64%,0.8,Record: 18-12-0 (1 NC)
2795,5-Jul-14,"Las Vegas, Nevada, USA",Welterweight, Decision - Unanimous ,3,5:00,,6,W,Kenny Robertson,Ildemar Alcantara,0,70 of 110,22 of 65,63%,33%,135 of 195,25 of 71,Chris Tognoni,"5' 10""",170 lbs.,"74""",Orthodox,14-Feb-84,3.72,47%,3.02,52%,1.37,26%,57%,0.8,Record: 15-5-0,,Kenny Robertson,57:28.3,"6' 2""",185 lbs.,"78""",Orthodox,18-Nov-82,1.93,38%,2.63,50%,2,68%,81%,0.9,Record: 21-11-0
2796,28-Jun-14,"San Antonio, Texas, USA",Heavyweight, Submission ,1,2:18,,11,W,Aleksei Oleinik,Anthony Hamilton,0,10 of 22,6 of 14,45%,42%,13 of 26,6 of 14,Herb Dean,"6' 2""",240 lbs.,"80""",Orthodox,20-Jun-77,3.47,50%,3.85,44%,2.38,46%,33%,2.4,Record: 59-15-1,The Boa Constrictor,Aleksei Oleinik,57:28.3,"6' 5""",260 lbs.,"76""",Orthodox,14-Apr-80,3.91,65%,3.02,45%,2.62,42%,78%,0,Record: 15-9-0
2797,5-Jul-14,"Las Vegas, Nevada, USA",Middleweight, Decision - Split ,3,5:00,,7,L,Chris Camozzi,Bruno Santos,0,42 of 85,25 of 51,49%,49%,67 of 111,45 of 82,Mario Yamasaki,"6' 2""",185 lbs.,"75""",Orthodox,20-Nov-86,3.57,44%,2.96,56%,0.27,19%,57%,0.5,Record: 24-13-0,,Chris Camozzi,57:28.3,"5' 9""",185 lbs.,--,Orthodox,17-Jul-87,1.18,46%,2.27,56%,3,37%,66%,0.3,Record: 15-2-0
2798,5-Jul-14,"Las Vegas, Nevada, USA",Bantamweight, KO/TKO ,1,2:19,perf,8,L,George Roop,Rob Font,1,10 of 37,12 of 23,27%,52%,10 of 37,12 of 23,Chris Tognoni,"6' 1""",135 lbs.,"72""",Orthodox,10-Nov-81,3.43,34%,2.47,60%,1.05,57%,59%,0.1,Record: 15-13-1,,George Roop,57:28.3,"5' 8""",135 lbs.,"71""",Orthodox,25-Jun-87,5.58,43%,3.57,61%,1.2,40%,53%,0.6,Record: 19-4-0
2799,5-Jul-14,"Las Vegas, Nevada, USA",Middleweight, Decision - Unanimous ,3,5:00,,9,W,Luke Zachrich,Guilherme Vasconcelos,0,66 of 226,49 of 166,29%,29%,66 of 226,49 of 166,Mario Yamasaki,"6' 2""",185 lbs.,"74""",Orthodox,19-Dec-81,4.56,32%,4.46,62%,0.74,33%,80%,0,Record: 14-4-0,,Luke Zachrich,57:28.3,"6' 0""",185 lbs.,--,Orthodox,23-Mar-86,3.27,29%,4.4,70%,0,0%,0%,0,Record: 9-4-0
2800,5-Jul-14,"Las Vegas, Nevada, USA",Middleweight, Overturned ,1,1:01,,10,NC,Kevin Casey,Bubba Bush,0,15 of 18,2 of 4,83%,50%,24 of 27,2 of 4,Chris Tognoni,"5' 11""",185 lbs.,"77""",Southpaw,15-Jun-81,2.27,53%,3.76,46%,0.79,22%,27%,0.4,Record: 9-5-2 (2 NC),King,Kevin Casey,57:28.3,"6' 0""",185 lbs.,--,Orthodox,24-Jul-85,0.63,55%,7.01,25%,2.82,50%,60%,0,Record: 8-3-0 (1 NC)
2801,28-Jun-14,"San Antonio, Texas, USA",Featherweight, Decision - Unanimous ,5,5:00,fight,1,W,Cub Swanson,Jeremy Stephens,0,87 of 219,65 of 228,39%,28%,103 of 236,76 of 239,Herb Dean,"5' 8""",145 lbs.,"70""",Orthodox,2-Nov-83,4.63,50%,3.66,60%,1.08,51%,60%,0.5,Record: 27-12-0,,Cub Swanson,57:28.3,"5' 9""",145 lbs.,"71""",Orthodox,25-May-86,3.18,40%,3.06,58%,1.16,38%,65%,0.4,Record: 28-18-0 (1 NC)
2802,28-Jun-14,"San Antonio, Texas, USA",Welterweight, Decision - Unanimous ,3,5:00,,2,W,Kelvin Gastelum,Nico Musoke,0,67 of 174,36 of 128,38%,28%,97 of 207,42 of 134,Kerry Hatley,"5' 9""",185 lbs.,"71""",Southpaw,24-Oct-91,3.52,42%,3.24,57%,1.16,37%,62%,0.1,Record: 17-7-0 (1 NC),,Kelvin Gastelum,57:28.3,"6' 0""",170 lbs.,"75""",Orthodox,5-Apr-86,3.56,35%,3.8,57%,1.16,19%,82%,0.2,Record: 13-5-0 (1 NC)
2803,28-Jun-14,"San Antonio, Texas, USA",Middleweight, Decision - Unanimous ,3,5:00,,3,W,Cezar Ferreira,Andrew Craig,1,20 of 61,16 of 67,32%,23%,31 of 72,56 of 114,Jacob Montalvo,"6' 1""",185 lbs.,"78""",Southpaw,15-Feb-85,1.9,42%,2.44,53%,2.69,53%,84%,0.5,Record: 13-8-0,Mutante,Cezar Ferreira,57:28.3,"6' 1""",170 lbs.,"76""",Orthodox,15-Jan-86,2.39,40%,3.01,50%,0.53,37%,72%,0,Record: 9-4-0
2804,28-Jun-14,"San Antonio, Texas, USA",Featherweight, Decision - Unanimous ,3,5:00,,4,W,Ricardo Lamas,Hacran Dias,0,33 of 94,31 of 74,35%,41%,50 of 111,57 of 100,Kerry Hatley,"5' 8""",145 lbs.,"71""",Orthodox,21-May-82,3.13,47%,2.87,57%,1.84,33%,46%,0.9,Record: 20-8-0,The Bully,Ricardo Lamas,57:28.3,"5' 8""",155 lbs.,"69""",Orthodox,16-Jun-84,2.08,41%,3.31,55%,2.5,39%,76%,0.5,Record: 23-6-1
2805,28-Jun-14,"San Antonio, Texas, USA",Middleweight, Decision - Split ,3,5:00,,5,W,Clint Hester,Antonio Braga Neto,0,40 of 78,16 of 32,51%,50%,50 of 88,73 of 95,Herb Dean,"6' 2""",205 lbs.,"77""",Orthodox,21-Nov-86,3.36,42%,3.44,56%,1.02,35%,60%,0,Record: 11-6-0,Headbussa,Clint Hester,57:28.3,"6' 3""",185 lbs.,"77""",Orthodox,29-Oct-87,1.36,33%,3.92,45%,3.07,37%,0%,0.5,Record: 9-3-0 (1 NC)
2806,28-Jun-14,"Auckland, New Zealand",Middleweight, Submission ,1,4:34,perf,1,L,James Te Huna,Nate Marquardt,1,6 of 10,17 of 27,60%,62%,17 of 21,29 of 40,John Sharp,"6' 2""",185 lbs.,"75""",Orthodox,29-Sep-81,4.04,51%,2.99,62%,2.75,37%,58%,0.2,Record: 16-9-0,,James Te Huna,57:28.3,"6' 0""",185 lbs.,"74""",Orthodox,20-Apr-79,2.71,49%,2.32,55%,1.87,51%,70%,0.8,Record: 35-19-2
2807,28-Jun-14,"San Antonio, Texas, USA",Lightweight, Decision - Split ,3,5:00,,6,W,Joe Ellenberger,James Moontasri,1,22 of 37,35 of 67,59%,52%,50 of 73,119 of 163,Frank Collazo,"5' 9""",155 lbs.,"72""",Orthodox,28-Mar-85,1.62,47%,3.45,48%,3.17,40%,0%,1.1,Record: 15-2-0,Excalibur,Joe Ellenberger,57:28.3,"5' 10""",170 lbs.,"71""",Switch,10-Apr-88,2.39,48%,3.86,40%,0,0%,79%,0.2,Record: 9-5-0
2808,28-Jun-14,"San Antonio, Texas, USA",Lightweight, Submission ,1,0:38,perf,7,L,Colton Smith,Diego Ferreira,0,2 of 3,7 of 10,66%,70%,2 of 3,7 of 10,Herb Dean,"6' 0""",155 lbs.,"71""",Orthodox,14-Aug-87,1.64,41%,2.3,51%,4.09,36%,25%,1.4,Record: 7-4-0,,Colton Smith,57:28.3,"5' 9""",155 lbs.,"74""",Orthodox,18-Jan-85,4.7,37%,3.38,56%,0.81,24%,66%,0.8,Record: 17-4-0
2809,28-Jun-14,"San Antonio, Texas, USA",Bantamweight, KO/TKO ,1,0:38,,8,L,Johnny Bedford,Cody Gibson,1,7 of 11,3 of 8,63%,37%,7 of 11,3 of 8,Kerry Hatley,"5' 10""",135 lbs.,"71""",Orthodox,6-Jan-83,4.53,50%,1.75,63%,1.83,62%,62%,0,Record: 21-13-1 (1 NC),Brutal,Johnny Bedford,57:28.3,"5' 10""",135 lbs.,"71""",Orthodox,11-Sep-87,2.47,31%,2.54,63%,1.85,38%,58%,0.4,Record: 15-7-0
2810,16-Apr-05,"Las Vegas, Nevada, USA",Welterweight, Submission ,1,4:05,belt,3,W,Matt Hughes,Frank Trigg,1,13 of 19,13 of 21,68%,61%,19 of 25,25 of 33,Mario Yamasaki,"5' 9""",170 lbs.,"73""",Switch,13-Oct-73,2.14,53%,1.36,53%,2.95,50%,35%,1.2,Record: 45-9-0,,Matt Hughes,57:28.3,,,,,,,,,,,,,,
2811,28-Jun-14,"San Antonio, Texas, USA",Middleweight, Decision - Split ,3,5:00,,9,W,Marcelo Guimaraes,Andy Enz,0,78 of 166,42 of 229,46%,18%,85 of 174,51 of 239,Frank Collazo,"6' 0""",185 lbs.,"73""",Orthodox,25-Jun-83,4.67,51%,4.41,62%,1.99,13%,0%,0,Record: 9-2-1,Magrao,Marcelo Guimaraes,57:28.3,"6' 3""",185 lbs.,"78""",Orthodox,15-Aug-91,3.51,23%,5.32,57%,0,0%,58%,0,Record: 10-4-0
2812,28-Jun-14,"San Antonio, Texas, USA",Flyweight, Submission ,1,2:17,perf,10,W,Ray Borg,Shane Howell,0,2 of 3,0 of 3,66%,0%,6 of 8,2 of 5,Jacob Montalvo,"5' 4""",135 lbs.,"63""",Orthodox,4-Aug-93,1.52,52%,1.93,48%,3.89,50%,46%,1,Record: 13-5-0,The Tazmexican Devil,Ray Borg,57:28.3,"5' 8""",125 lbs.,--,Orthodox,28-Nov-83,1.27,32%,2.55,42%,0,0%,20%,0,Record: 13-10-0
2813,28-Jun-14,"Auckland, New Zealand",Heavyweight, Decision - Unanimous ,3,5:00,,2,L,Soa Palelei,Jared Rosholt,0,11 of 25,43 of 58,44%,74%,46 of 62,148 of 177,Steve Perceval,"6' 4""",265 lbs.,"81""",Orthodox,12-Jul-77,2.47,57%,2.68,48%,2.2,47%,66%,0,Record: 22-5-0,The Hulk,Soa Palelei,57:28.3,"6' 2""",265 lbs.,"75""",Orthodox,4-Aug-86,2.08,46%,1.52,59%,1.83,41%,66%,0.1,Record: 14-4-0
2814,28-Jun-14,"Auckland, New Zealand",Featherweight, Submission ,2,4:32,perf,3,L,Hatsu Hioki,Charles Oliveira,0,11 of 27,24 of 38,40%,63%,31 of 51,33 of 52,John Sharp,"5' 11""",145 lbs.,"73""",Orthodox,18-Jul-83,2.42,42%,2.12,65%,2.55,56%,54%,0.6,Record: 29-10-2,,Hatsu Hioki,57:28.3,"5' 10""",155 lbs.,"74""",Orthodox,17-Oct-89,3.26,52%,3.01,53%,2.64,44%,57%,2.7,Record: 31-8-0 (1 NC)
2815,28-Jun-14,"Auckland, New Zealand",Welterweight, Decision - Unanimous ,3,5:00,,4,W,Robert Whittaker,Mike Rhodes,0,66 of 183,47 of 146,36%,32%,93 of 213,52 of 153,Steve Perceval,"6' 0""",185 lbs.,"73""",Orthodox,20-Dec-90,4.68,41%,3.34,61%,0.64,34%,83%,0,Record: 24-5-0,The Reaper,Robert Whittaker,57:28.3,"6' 1""",170 lbs.,"74""",Orthodox,4-Dec-89,3.2,39%,4.13,64%,0.96,33%,75%,0.5,Record: 10-5-0
2816,28-Jun-14,"Auckland, New Zealand",Lightweight, Submission ,3,3:16,,5,W,Jake Matthews,Dashon Johnson,0,60 of 85,11 of 15,70%,73%,137 of 167,24 of 28,Peter Hickmott,"5' 11""",170 lbs.,"73""",Orthodox,19-Aug-94,3.03,44%,2.16,61%,1.93,41%,66%,0.6,Record: 17-5-0,The Celtic Kid,Jake Matthews,57:28.3,"5' 7""",145 lbs.,--,Orthodox,25-Jan-88,1.01,69%,3.83,35%,0.85,33%,63%,0.8,Record: 9-2-0
2817,28-Jun-14,"Auckland, New Zealand",Flyweight, Decision - Unanimous ,3,5:00,,6,W,Richie Vaculik,Roldan Sangcha-an,0,27 of 50,36 of 81,54%,44%,55 of 82,40 of 85,John Sharp,"5' 6""",125 lbs.,"69""",Orthodox,19-Jun-83,3.69,46%,4.09,57%,3,45%,31%,1,Record: 10-4-0,Vas,Richie Vaculik,57:28.3,"5' 4""",125 lbs.,--,Orthodox,4-Dec-90,2.71,46%,2.15,51%,1.94,60%,68%,0,Record: 4-2-0
2818,28-Jun-14,"Auckland, New Zealand",Welterweight, KO/TKO ,1,4:55,,7,L,Chris Indich,Vik Grujic,0,14 of 35,15 of 30,40%,50%,20 of 42,24 of 39,Peter Hickmott,"5' 10""",170 lbs.,--,,22-Apr-87,1.31,30%,4.32,43%,0.75,50%,50%,1.5,Record: 6-4-0,,Chris Indich,57:28.3,"5' 11""",170 lbs.,"73""",Orthodox,6-Feb-77,2.24,48%,3.39,41%,1.18,33%,26%,0.4,Record: 6-6-0
2819,28-Jun-14,"Auckland, New Zealand",Welterweight, KO/TKO ,2,2:32,,8,W,Neil Magny,Rodrigo de Lima,0,30 of 55,5 of 14,54%,35%,31 of 57,30 of 41,John Sharp,"6' 3""",170 lbs.,"80""",Orthodox,3-Aug-87,3.67,46%,2.06,56%,2.44,42%,57%,0.3,Record: 25-9-0,The Haitian Sensation,Neil Magny,57:28.3,"5' 7""",155 lbs.,--,Orthodox,12-Mar-91,1.29,33%,5.5,32%,2.66,36%,0%,1.3,Record: 8-3-1
2820,28-Jun-14,"Auckland, New Zealand",Featherweight, KO/TKO ,1,3:34,,9,W,Dan Hooker,Ian Entwistle,0,12 of 18,1 of 9,66%,11%,51 of 67,1 of 9,Steve Perceval,"6' 0""",155 lbs.,"75""",Switch,13-Feb-90,4.95,48%,4.92,51%,0.72,34%,79%,0.3,Record: 20-10-0,The Hangman,Dan Hooker,57:28.3,"5' 5""",135 lbs.,--,Orthodox,19-Nov-86,0.11,7%,7.36,31%,0,0%,0%,12.1,Record: 9-3-0
2821,28-Jun-14,"Auckland, New Zealand",Light Heavyweight, Decision - Split ,3,5:00,fight,10,W,Gian Villante,Sean O'Connell,1,93 of 164,109 of 228,56%,47%,120 of 194,153 of 276,Peter Hickmott,"6' 3""",230 lbs.,"76""",Orthodox,18-Aug-85,4.39,43%,5.48,55%,0.46,23%,83%,0,Record: 17-13-0,,Gian Villante,57:28.3,"6' 1""",205 lbs.,"74""",Orthodox,2-Sep-83,5.46,48%,6.77,45%,0,0%,30%,0.5,Record: 17-9-0
2822,31-May-14,"Sao Paulo, Brazil",Heavyweight, KO/TKO ,1,0:20,,11,W,Marcos Rogerio de Lima,Richardson Moreira,0,7 of 10,3 of 4,70%,75%,7 of 10,4 of 5,Wernei Cardoso,"6' 1""",253 lbs.,"75""",Orthodox,25-Jun-85,3.24,54%,2.11,53%,1.14,66%,43%,0.6,Record: 18-8-1,Pezao,Marcos Rogerio de Lima,57:28.3,"6' 2""",185 lbs.,--,Orthodox,31-Mar-84,1.17,28%,1.83,67%,0,0%,100%,0,Record: 7-4-0
2823,24-May-14,"Las Vegas, Nevada, USA",Lightweight, KO/TKO ,1,4:06,,7,W,Tony Ferguson,Katsunori Kikuno,0,38 of 67,22 of 44,56%,50%,40 of 69,23 of 46,Yves Lavigne,"5' 11""",155 lbs.,"76""",Orthodox,12-Feb-84,5.15,45%,3.78,59%,0.42,42%,67%,1.1,Record: 26-6-0,El Cucuy,Tony Ferguson,57:28.3,"5' 8""",145 lbs.,"66""",Orthodox,31-Oct-81,2.64,40%,2.47,61%,1.88,75%,76%,0.8,Record: 24-8-2
2824,14-Jun-14,"Vancouver, British Columbia, Canada",Flyweight, Decision - Unanimous ,5,5:00,belt,1,W,Demetrious Johnson,Ali Bagautinov,0,133 of 215,36 of 122,61%,29%,164 of 248,66 of 158,Jerin Valel,"5' 3""",125 lbs.,"66""",Orthodox,13-Aug-86,3.43,54%,1.66,67%,3.35,56%,65%,0.5,Record: 27-3-1,Mighty Mouse,Demetrious Johnson,57:28.3,"5' 4""",125 lbs.,"65""",Orthodox,10-Jun-85,2.85,42%,3.09,52%,2.51,36%,65%,0.3,Record: 15-6-0
2825,14-Jun-14,"Vancouver, British Columbia, Canada",Welterweight, Decision - Unanimous ,3,5:00,,2,W,Rory MacDonald,Tyron Woodley,0,49 of 150,26 of 81,32%,32%,97 of 202,38 of 94,John McCarthy,"6' 0""",170 lbs.,"76""",Orthodox,22-Jul-89,3.75,42%,2.8,62%,1.77,47%,88%,0.4,Record: 19-4-0,Red King,Rory MacDonald,57:28.3,"5' 9""",170 lbs.,"74""",Orthodox,7-Apr-82,2.36,48%,2.76,54%,1.06,40%,87%,0.4,Record: 19-7-1
2826,14-Jun-14,"Vancouver, British Columbia, Canada",Light Heavyweight, Decision - Unanimous ,3,5:00,,3,W,Ryan Bader,Rafael Feijao,0,53 of 94,10 of 37,56%,27%,107 of 154,20 of 47,Yves Lavigne,"6' 2""",205 lbs.,"74""",Orthodox,7-Jun-83,2.82,43%,1.39,71%,3.37,44%,80%,0.4,Record: 23-5-0,Darth,Ryan Bader,57:28.3,"6' 1""",205 lbs.,"74""",Orthodox,14-Apr-80,2.71,53%,3.62,49%,0.6,40%,63%,0.1,Record: 12-7-0 (1 NC)
2827,14-Jun-14,"Vancouver, British Columbia, Canada",Heavyweight, Decision - Split ,3,5:00,,4,W,Andrei Arlovski,Brendan Schaub,0,12 of 55,30 of 88,21%,34%,40 of 86,65 of 136,John McCarthy,"6' 3""",240 lbs.,"77""",Orthodox,4-Feb-79,3.62,44%,2.95,57%,0.45,36%,78%,0.2,Record: 31-20-0 (2 NC),The Pitbull,Andrei Arlovski,57:28.3,"6' 4""",245 lbs.,"78""",Orthodox,18-Mar-83,2.92,37%,2.22,57%,2.32,46%,72%,0.4,Record: 10-5-0
2828,4-Feb-06,"Las Vegas, Nevada, USA",Light Heavyweight, KO/TKO ,2,1:28,belt,1,W,Chuck Liddell,Randy Couture,0,19 of 51,7 of 24,37%,29%,27 of 59,7 of 24,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,14-Jun-14,"Vancouver, British Columbia, Canada",Light Heavyweight, KO/TKO ,2,2:10,,5,W,Ovince Saint Preux,Ryan Jimmo,0,14 of 34,15 of 29,41%,51%,20 of 40,19 of 34,Kevin Dornan,"6' 3""",205 lbs.,"80""",Southpaw,8-Apr-83,2.68,46%,3.03,45%,1.19,40%,66%,0.6,Record: 25-15-0,,Ovince Saint Preux,57:28.3,"6' 1""",205 lbs.,"73""",Orthodox,27-Nov-81,3.12,66%,2.77,46%,0.45,28%,87%,0,Record: 19-5-0
2830,14-Jun-14,"Vancouver, British Columbia, Canada",Welterweight, Submission ,1,2:52,perf,6,L,Daniel Sarafian,Kiichi Kunimoto,0,3 of 4,5 of 10,75%,50%,3 of 4,9 of 14,Yves Lavigne,"5' 9""",185 lbs.,"73""",Orthodox,21-Aug-82,2.23,46%,3.1,58%,0.36,7%,53%,0.7,Record: 10-6-0,,Daniel Sarafian,57:28.3,"5' 10""",170 lbs.,"71""",Orthodox,1-May-81,1.87,44%,3.92,41%,1.59,20%,28%,0.3,Record: 18-7-2 (1 NC)
2831,14-Jun-14,"Vancouver, British Columbia, Canada",Women's Bantamweight, Decision - Split ,3,5:00,,7,W,Valerie Letourneau,Elizabeth Phillips,0,104 of 275,67 of 270,37%,24%,106 of 278,69 of 272,Jerin Valel,"5' 7""",115 lbs.,"68""",Orthodox,29-Apr-83,4.51,37%,5.4,58%,0.77,45%,66%,0.3,Record: 8-6-0,Trouble,Valerie Letourneau,57:28.3,"5' 6""",135 lbs.,"65""",Orthodox,20-Aug-86,2.6,33%,3.07,58%,0.75,25%,53%,0.2,Record: 6-6-0
2832,14-Jun-14,"Vancouver, British Columbia, Canada",Bantamweight, Decision - Unanimous ,3,5:00,,8,W,Yves Jabouin,Mike Easton,0,60 of 132,42 of 121,45%,34%,81 of 156,110 of 196,Kevin Dornan,"5' 7""",135 lbs.,"68""",Orthodox,30-May-79,3.06,41%,2.93,62%,1.94,60%,82%,0.1,Record: 20-11-0,Tiger,Yves Jabouin,57:28.3,"5' 6""",135 lbs.,"70""",Southpaw,25-Jan-84,3.51,37%,4.28,61%,0.75,22%,66%,0,Record: 13-6-0
2833,14-Jun-14,"Vancouver, British Columbia, Canada",Lightweight, KO/TKO ,3,2:01,fight perf,9,L,Kajan Johnson,Tae Hyun Bang,2,29 of 91,34 of 107,31%,31%,29 of 91,40 of 113,John McCarthy,"5' 11""",155 lbs.,"75""",Orthodox,21-Apr-84,2.47,42%,1.59,64%,1.54,37%,62%,0.2,Record: 23-13-1,Ragin',Kajan Johnson,57:28.3,"5' 9""",155 lbs.,"71""",Switch,15-Apr-83,2.72,38%,2.07,66%,0.49,33%,57%,0.5,Record: 18-10-0
2834,14-Jun-14,"Vancouver, British Columbia, Canada",Bantamweight, Decision - Unanimous ,3,5:00,,10,L,Roland Delorme,Michinori Tanaka,0,2 of 20,21 of 37,10%,56%,25 of 44,78 of 103,Yves Lavigne,"5' 9""",135 lbs.,"71""",Orthodox,18-Dec-83,2.28,44%,4.32,40%,2.51,34%,42%,1.6,Record: 9-5-0 (1 NC),,Roland Delorme,57:28.3,"5' 5""",135 lbs.,"67""",Orthodox,4-Oct-90,1.97,37%,1.99,50%,2.4,38%,43%,0.2,Record: 11-3-0
2835,14-Jun-14,"Vancouver, British Columbia, Canada",Lightweight, KO/TKO ,1,4:57,,11,W,Jason Saggo,Josh Shockley,0,10 of 24,6 of 12,41%,50%,29 of 45,13 of 20,Jerin Valel,"5' 11""",155 lbs.,"71""",Orthodox,23-Nov-85,2.5,39%,2.94,52%,2.33,40%,23%,0,Record: 12-4-0,,Jason Saggo,57:28.3,"6' 1""",155 lbs.,--,Orthodox,15-Nov-89,1.4,33%,1.75,60%,0,0%,61%,0.8,Record: 11-4-0
2836,7-Jun-14,"Albuquerque, New Mexico, USA",Lightweight, Submission ,4,1:16,perf,1,W,Benson Henderson,Rustam Khabilov,0,26 of 70,18 of 77,37%,23%,48 of 95,32 of 92,Mario Yamasaki,"5' 9""",170 lbs.,"70""",Southpaw,16-Nov-83,2.93,45%,1.79,63%,2.4,45%,63%,0.8,Record: 24-7-0,Smooth,Benson Henderson,57:28.3,"5' 8""",155 lbs.,"73""",Orthodox,4-Nov-86,1.98,34%,2.16,65%,3.95,41%,61%,0.1,Record: 24-4-0
2837,7-Jun-14,"Albuquerque, New Mexico, USA",Lightweight, Decision - Split ,3,5:00,,2,W,Diego Sanchez,Ross Pearson,1,33 of 134,51 of 122,24%,41%,33 of 134,51 of 122,Kevin Mulhall,"5' 10""",170 lbs.,"72""",Southpaw,31-Dec-81,2.69,37%,3.02,56%,1.51,24%,46%,0.8,Record: 31-13-0,Nightmare,Diego Sanchez,57:28.3,"5' 8""",155 lbs.,"69""",Orthodox,26-Sep-84,3.68,40%,4.09,62%,0.74,35%,75%,0,Record: 20-16-0 (1 NC)
2838,7-Jun-14,"Albuquerque, New Mexico, USA",Flyweight, TKO - Doctor's Stoppage ,2,5:00,,3,W,John Dodson,John Moraga,0,27 of 63,8 of 54,42%,14%,41 of 81,8 of 54,Mario Yamasaki,"5' 3""",135 lbs.,"66""",Orthodox,26-Sep-84,3.2,40%,3.58,61%,0.71,28%,82%,0,Record: 22-12-0,The Magician,John Dodson,57:28.3,"5' 6""",125 lbs.,"66""",Orthodox,20-Mar-84,2.57,43%,2.55,56%,0.62,23%,44%,1.1,Record: 19-7-0
2839,7-Jun-14,"Albuquerque, New Mexico, USA",Lightweight, KO/TKO ,2,3:36,,4,W,Rafael Dos Anjos,Jason High,0,36 of 68,24 of 64,52%,37%,53 of 85,26 of 67,Kevin Mulhall,"5' 8""",155 lbs.,"70""",Southpaw,26-Oct-84,3.49,46%,3.22,61%,1.93,37%,58%,0.6,Record: 30-13-0,,Rafael Dos Anjos,57:28.3,"5' 8""",155 lbs.,"73""",Southpaw,12-Oct-81,1.28,42%,1.56,48%,2.36,63%,37%,2.8,Record: 21-6-0
